Pop changes week to week, month to month. But great music is like literature.;Ravi Shankar;music
In this country it is a good thing to kill an admiral from time to time to encourage the others.;Voltaire;good
I can not believe that war is the best solution. No one won the last war, and no one will win the next war.;Eleanor Roosevelt;best
I'm not a movie star. People know me, but they don't necessarily know what they know me for. I get recognised, but it's not like Justin Bieber. It's a nice thing, people are cool.;Harry Connick, Jr.;cool
The age of a woman doesn't mean a thing. The best tunes are played on the oldest fiddles.;Ralph Waldo Emerson;women
Film music should have the same relationship to the film drama that somebody's piano playing in my living room has on the book I am reading.;Igor Stravinsky;relationship
Most things break, including hearts. The lessons of life amount not to wisdom, but to scar tissue and callus.;Wallace Stegner;wisdom
When you can whip any man in the world, you never know peace.;Muhammad Ali;peace
Trusting your individual uniqueness challenges you to lay yourself open.;James Broughton;trust
I can't be on the cheeseburger diet all the time.;Bobby Flay;diet
Our citizens will lose their confidence or trust in the values and principles of the international community, especially if our personal identity is denied.;Boris Trajkovski;trust
I didn't understand that I could sing until I was like 11 or 12. My mom heard me singing around the house and she said, What are you doing? You really can sing! So then I started going to school and singing to the girls.;Chris Brown;mom
Unlike scientism, science in the true sense of the word is open to unbiased investigation of any existing phenomena.;Stanislav Grof;science
Doing the best at this moment puts you in the best place for the next moment.;Oprah Winfrey;best
Love is always being given where it is not required.;E. M. Forster;love
We can just assume they have much more and powerful, more advanced technology, all the new computers, everything could be much more easier and help them to build much more and many more nuclear weapons.;Mordechai Vanunu;computers
You can give without loving, but you can never love without giving.;Robert Louis Stevenson;love
Wisdom is the power to put our time and our knowledge to the proper use.;Thomas J. Watson;wisdom
The age thing really bugs me. Do people have more of a right to not like what I say because I'm 19?;Fiona Apple;age
Really big people are, above everything else, courteous, considerate and generous - not just to some people in some circumstances - but to everyone all the time.;Thomas J. Watson;time
Actors who are lovers in real life are often incapable if playing the part of lovers to an audience. It is equally true that sympathy between actors who are not lovers may create a temporary emotion that is perfectly sincere.;Ivor Novello;sympathy
My duty as a teacher is to train, educate future programmers.;Niklaus Wirth;teacher
One already feels like an anachronism, writing novels in the age of what-ever-this-is-the-age-of, but touring to promote them feels doubly anachronistic. The marketplace is showing an increasing intolerance for the time-honored practice of printing information on paper and shipping it around the country.;Lev Grossman;age
America has believed that in differentiation, not in uniformity, lies the path of progress. It acted on this belief it has advanced human happiness, and it has prospered.;Louis D. Brandeis;happiness
You don't have to give birth to someone to have a family.;Sandra Bullock;family
A great tennis career is something that a 15-year-old normally doesn't have. I hope my example helps other teens believe they can accomplish things they never thought possible.;Maria Sharapova;hope
I think that's what poetry does. It allows people to come together and identify with a common thing that is outside of themselves, but which they identify with from the interior.;Diane Wakoski;poetry
Love is friendship that has caught fire. It is quiet understanding, mutual confidence, sharing and forgiving. It is loyalty through good and bad times. It settles for less than perfection and makes allowances for human weaknesses.;Ann Landers;friendship
I do as much comedy as I possibly can, but I'm basically limited by the imagination of the secretaries who make the decisions.;Rufus Sewell;imagination
I don't get this whole super-skinny obsession. I really think women look more beautiful when they let their curves show.;Vanessa Marcil;women
Do the one thing you think you cannot do. Fail at it. Try again. Do better the second time. The only people who never tumble are those who never mount the high wire. This is your moment. Own it.;Oprah Winfrey;time
I'd never been a teacher before, and here I was starting my first day with these eager students. There was a shortage of teachers, and they had been without a math teacher for six months. They were so excited to learn math.;Andrew Shue;teacher
I genuinely believe that if you want to get in the film business, get in the film business.;Daniel Craig;business
You have to imagine it possible before you can see something. You can have the evidence right in front of you, but if you can't imagine something that has never existed before, it's impossible.;Rita Dove;imagination
For our part, we shall continue to work for the new dawn when all the Children of Abraham and their descendants are living together in the birthplace of their three great monotheistic religions, a life free from fear, a life free from want - a life in peace.;King Hussein I;peace
There's no anger ever in a spiritual. There's always the dream of a hope of a better day coming. That God understands the troubles that I'm experiencing.;Jessye Norman;anger
You keep shooting. You hope it goes in, and you smile.;Teemu Selanne;smile
Jealousy is the grave of affection.;Mary Baker Eddy;jealousy
Women are made to be loved, not understood.;Oscar Wilde;women
