I believe that the will of the people is resolved by a strong leadership. Even in a democratic society, events depend on a strong leadership with a strong power of persuasion, and not on the opinion of the masses.;Yitzhak Shamir;leadership
Art is not a study of positive reality, it is the seeking for ideal truth.;John Ruskin;art
Genius ain't anything more than elegant common sense.;Josh Billings;intelligence
The most successful person is the one who is most inspired. That is true in food and in life.;Ron Ben-Israel;food
Well, yes, I mean, I think that, you know, my sources suggest that there's a lot of support for the notion that there is a lot of Koran abuse and that it was very much a systematic design, not just an aberration.;Jane Mayer;design
I have thought a sufficient measure of civilization is the influence of good women.;Ralph Waldo Emerson;women
Once you grow past Mommy and Daddy coming running when you're hurt, you're really on your own. You're alone, and there's no one to help you.;Octavia Butler;alone
This enemy of peace in the world today is unlike any we have seen in the past, and our military is learning from, and building on, previous successes while carrying peace and freedom into the future.;Mark Kennedy;freedom
The mother-daughter relationship is the most complex.;Wynonna Judd;relationship
Intel's still our main partner. We have not announced anything with AMD and don't have anything planned, but we're constantly being aware to make sure our customers get the best technology.;Kevin Rollins;technology
Art is contemplation. It is the pleasure of the mind which searches into nature and which there divines the spirit of which nature herself is animated.;Auguste Rodin;art
French novels generally treat of the relations of women to the world and to lovers, after marriage consequently there is a great deal in French novels about adultery, about improper relations between the sexes, about many things which the English public would not allow.;Lafcadio Hearn;marriage
I learned patience, perseverance, and dedication. Now I really know myself, and I know my voice. It's a voice of pain and victory.;Anthony Hamilton;patience
Effective health care depends on self-care this fact is currently heralded as if it were a discovery.;Ivan Illich;health
The sweetest of all sounds is that of the voice of the woman we love.;Jean de la Bruyere;love
I think Europeans have enough tradition and respect for the experience and body of work of an actress that they don't sell out to the new ones.;Kathleen Turner;respect
I realise that in this undertaking I place myself in a certain opposition to views widely held concerning the mathematical infinite and to opinions frequently defended on the nature of numbers.;Georg Cantor;nature
Those who gave away their wings are sad not to see them fly.;Antonio Porchia;sad
Most small business owners are not particularly sophisticated business people. That's not a criticism they're passionate about cutting hair or cooking food, and that's why they got in the business, not because they have an MBA.;Andrew Mason;food
Money and fame made me believe I was entitled. I was wrong and foolish.;Tiger Woods;money
Of course, I will continue to share my favorite Southern recipes, just like my mama, grandmother and family shared with me over the years. And now, I'll be adding a little bit of a lighter touch to some of these wonderful dishes.;Paula Deen;family
But baseball bounced back in the next decade to reclaim its place as the national pastime: new heroes, spirited competition, and booming prosperity gave birth to dreams of expansion, both within the major leagues and around the world.;John Thorn;dreams
Whatever the universal nature assigns to any man at any time is for the good of that man at that time.;Marcus Aurelius;time
I certainly feel that the time is not far distant when a knowledge of the principles of diet will be an essential part of one's education. Then mankind will eat to live, be able to do better mental and physical work and disease will be less frequent.;Fannie Farmer;diet
I know why I am here and my only real focused goal is to live each day to the fullest and to try and honor God and be an encouragement to others. What the future holds is firmly in God's hands, and I am very happy about that!;Ken Hensley;god
But I do like to have peace and quiet for a good hour.;Bryan Ferry;peace
I'm constantly thinking about what I'll do next. I never count on music being a career of longevity. I mean, longevity is key, and I hope that it lasts, but you just don't know, because it's not in your hands, you don't make the decision.;Beth Ditto;music
The ground we walk on, the plants and creatures, the clouds above constantly dissolving into new formations - each gift of nature possessing its own radiant energy, bound together by cosmic harmony.;Ruth Bernhard;nature
It's really sad that the kids today can only relate to Beethoven via a rock version of his music.;Walter Murphy;sad
