In fact men will fight for a superstition quite as quickly as for a living truth - often more so, since a superstition is so intangible you cannot get at it to refute it, but truth is a point of view, and so is changeable.;Hypatia;truth
I believe that being an actress or being involved in a movie has to be a life experience, otherwise why go for it? I have to change me, and I have to learn things, and I have to push me and my limits. By acting, I find a freedom inside of a prison in a way.;Juliette Binoche;experience
In a way song writing can almost be detrimental, because suddenly you find an outlet that is a kind of cheating. You don't need to have direct communication. You can say, 'I can't describe it to you, but I will record it and send it to you.';James Blunt;communication
I love slow music.;Norah Jones;music
A creative element is surely present in all great systems, and it does not seem possible that all sympathy or fundamental attitudes of will can be entirely eliminated from any human philosophy.;Morris Raphael Cohen;sympathy
There must be people who remember World War II and the Holocaust who can help us get out of this rut.;Martin Scorsese;war
Let us change our traditional attitude to the construction of programs. Instead of imagining that our main task is to instruct a computer what to do, let us concentrate rather on explaining to human beings what we want a computer to do.;Donald Knuth;attitude
I was friends with all different people and all different groups. And that led me to being friends with a few people who didn't even go to my school. Now I have the most amazing collection of friends of all ethnic backgrounds and upbringing and financial backgrounds.;James Maslow;amazing
I get so nervous on stage I can't help but talk. I try. I try telling my brain: stop sending words to the mouth. But I get nervous and turn into my grandma. Behind the eyes it's pure fear. I find it difficult to believe I'm going to be able to deliver.;Adele;fear
In Heaven, I believe my dad is somewhere doing something nice. I feel I've been too lucky to travel this far without somebody guiding me.;Katherine Jenkins;dad
Education commences at the mother's knee, and every word spoken within hearsay of little children tends toward the formation of character.;Hosea Ballou;education
It is better to travel well than to arrive.;Buddha;travel
I thought I was going to be killed. The casualties were so heavy, it was just a given. I learned to take each day, each mission, as it came. That's an attitude I've carried into my professional life. I take each case, each job, as it comes.;Elliot Richardson;attitude
You've got to eat while you dream. You've got to deliver on short-range commitments, while you develop a long-range strategy and vision and implement it. The success of doing both. Walking and chewing gum if you will. Getting it done in the short-range, and delivering a long-range plan, and executing on that.;Jack Welch;success
Audacity augments courage hesitation, fear.;Publilius Syrus;fear
A quest for knowledge is not a war with faith spirituality is not usually an infelicitous amalgam of superstition and philistinism and moral relativism, taken outside midfield, leads inexorably both to heresy and to secular wickedness, which are often identical.;Conrad Black;faith
In times of change learners inherit the earth while the learned find themselves beautifully equipped to deal with a world that no longer exists.;Eric Hoffer;learning
So much of our lives are defined by habit or what the guy next to us is doing, never wondering and knowing who and what we support with our actions, from the detergent Mom always used, to my favorite dish I make... A lot of my life is unexamined habit.;Kristin Bauer van Straten;mom
I think the Cold War works as a great analogy or simile for different kinds of conflict. It's funny, when you look back at it, it's one of the last times that the boundaries were clear. Now, as we see on 'Homeland,' there are no clear boundaries and enemies.;Matthew Rhys;funny
As a coach you can influence the diet of your players. You can point out what is wrong.;Arsene Wenger;diet
I wanted to be a 150% entrepreneur and a 150% mom, and I found that I was having a very hard time doing both. I was about 75% and 75% - still better than 100%, but not what I was accustomed to at work.;Barbara Corcoran;mom
I never ask a man what his business is, for it never interests me. What I ask him about are his thoughts and dreams.;H. P. Lovecraft;dreams
I think of marriage as a garden. You have to tend to it. Respect it, take care of it, feed it. Make sure everyone is getting the right amount of, um, sunlight.;Mark Ruffalo;marriage
In high school, in sport, I had a coach who told me I was much better than I thought I was, and would make me do more in a positive sense. He was the first person who taught me not to be afraid of failure.;Mike Krzyzewski;positive
People with courage and character always seem sinister to the rest.;Hermann Hesse;courage
Men have to do some awfully mean things to keep up their respectability.;George Bernard Shaw;men
We used to go to Studio 54 - an amazing place.;Jerry Hall;amazing
A hero is someone who has given his or her life to something bigger than oneself.;Joseph Campbell;life
The practice of peace and reconciliation is one of the most vital and artistic of human actions.;Nhat Hanh;peace
I got into this little habit of architecture and building. I designed a house in Colorado and one in Hawaii. The idea is supposed to be build and sell - but then I can never bring myself to sell them.;Trey Parker;architecture
My decision to end my marriage was such a risk to lose ratings and lose my fan base. I had to take that risk for my inner peace and to be happy with myself.;Kim Kardashian;peace
The only people who live in a post-black world are four people who live in a little white house on Pennsylvania Avenue. The idea that America is post-racial or post-black because a man I admire, Barack Obama, is president of the United States, is a joke. And I hope no one will even wonder about this crazy fiction again.;Henry Louis Gates;hope
I do not go in search of poetry. I wait for poetry to visit me.;Eugenio Montale;poetry
Music - that's been my education. There's not a day that goes by that I take it for granted.;Billie Joe Armstrong;education
I shall never believe that God plays dice with the world.;Albert Einstein;god
Capital is money, capital is commodities. By virtue of it being value, it has acquired the occult ability to add value to itself. It brings forth living offspring, or, at the least, lays golden eggs.;Karl Marx;money
This is a work of fiction. All the characters in it, human and otherwise, are imaginary, excepting only certain of the fairy folk, whom it might be unwise to offend by casting doubts on their existence. Or lack thereof.;Neil Gaiman;work
I know of no single formula for success. But over the years I have observed that some attributes of leadership are universal and are often about finding ways of encouraging people to combine their efforts, their talents, their insights, their enthusiasm and their inspiration to work together.;Queen Elizabeth II;leadership
All good music resembles something. Good music stirs by its mysterious resemblance to the objects and feelings which motivated it.;Jean Cocteau;music
Dreams do come true, even for someone who couldn't speak English and never had a music lesson or much of an education.;Lawrence Welk;music
Our bodies are shaped to bear children, and our lives are a working out of the processes of creation. All our ambitions and intelligence are beside that great elemental point.;Saint Augustine;great
A Bush Administration will, I believe, enjoy a better relationship with the new Congress, although President-elect Bush will be faced with real challenges in getting along with the Congress.;Richard V. Allen;relationship
Because of that I don't care when I read in the newspaper that I am colourblind. I went through a red light in my car and I stopped when I before a green light. So I must be really colourblind, eh?;Ruud van Nistelrooy;car
Right now I'm not involved with anybody, but I hope by 75 I will be again.;Stevie Nicks;hope
My mom came from such humble beginnings and especially my dad as well. He didn't go to university.;Petra Ecclestone;mom
Captain Hale, alone, without sympathy or support, save that from above, on the near approach of death asked for a clergyman to attend him. It was refused. He then requested a Bible that too was refused by his inhuman jailer.;William Hull;sympathy
Beauty is grace and confidence. I've learned to accept and appreciate what nature gave me.;Lindsay Lohan;nature
The beginning of wisdom is to desire it.;Solomon Ibn Gabirol;wisdom
Country music is still your grandpa's music, but it's also your daughter's music. It's getting bigger and better all the time and I'm glad to be a part of it.;Shania Twain;music
Silence is the sleep that nourishes wisdom.;Francis Bacon;wisdom
The financial reward is great and I love the life I have, but all money makes possible is for you to stop worrying about money. Then you have freedom to live your life.;Paul Stanley;freedom
To succeed in business, to reach the top, an individual must know all it is possible to know about that business.;J. Paul Getty;business
When we talk about safety and security of the American people, politics falls aside pretty quickly.;Bill Frist;politics
Music is my home.;Jennifer Hudson;home
I question myself every day. That's what I still find motivating about this. I don't have the answers, I don't pretend that I do just because I won the match. Just keep fighting and maybe something good happens.;Andre Agassi;good
Writing allows me the time to travel and see the world, which is what I always wanted to do. I'd really like to have been Sir Richard Francis Burton, but it's the wrong century.;Alan Dean Foster;travel
I'm very accepting with my age. It's like notches on your belt: experience, wisdom, and a different kind of beauty. There comes a day when you've become comfortable in your skin.;Zoe Saldana;age
I like low-maintenance girls, but at the same time, classy. She needs to take care of herself. But also be a girl who isn't afraid to get sweaty and play basketball, so it's cool if she's a tomboy.;Chris Brown;cool
My kids say if there's any family dinner that doesn't result in somebody crying, it's not a good dinner. They cry because it helps relieve them of a guilt or some onerous emotional burden. It's like a family tradition.;William Shatner;family
One of the great things personally coming to Hawai'i is my friendship of Jim Nicholson.;Dan Fouts;friendship
Normal social behavior requires that we be able to recognize identities in spite of change. Unless we can do so, there can be no human society as we know it.;Kenneth L. Pike;society
When I go to a concert, I can't help but feel happy and everything else just goes away. I hope everyone feels that way at my concerts.;Victoria Justice;hope
The man who makes everything that leads to happiness depends upon himself, and not upon other men, has adopted the very best plan for living happily. This is the man of moderation, the man of manly character and of wisdom.;Plato;happiness
I pray daily... for peace.;Paul O'Neill;peace
When I see a bird that walks like a duck and swims like a duck and quacks like a duck, I call that bird a duck.;James Whitcomb Riley;nature
All the works of man have their origin in creative fantasy. What right have we then to depreciate imagination.;Carl Jung;imagination
All of them had so much to offer us as far as, you know, knowledge in the music industry, and especially Randy and Paula because, you know, they've been artists.;Ruben Studdard;knowledge
Learning a foreign language, and the culture that goes with it, is one of the most useful things we can do to broaden the empathy and imaginative sympathy and cultural outlook of children.;Michael Gove;sympathy
Aaron Pryor wants to get into the ring with me. He wants to be able to retire, and he will. For health reasons.;Sugar Ray Leonard;health
So foolish is the heart of man that he ever puts his hope in the future, learning nothing from his past errors and fancying that tomorrow must be better than today.;Mika Waltari;future
No man can call himself liberal, or radical, or even a conservative advocate of fair play, if his work depends in any way on the unpaid or underpaid labor of women at home, or in the office.;Gloria Steinem;work
I know a man who gave up smoking, drinking, sex, and rich food. He was healthy right up to the day he killed himself.;Johnny Carson;food
But if nothing but soul, or in soul mind, is qualified to count, it is impossible for there to be time unless there is soul, but only that of which time is an attribute, i.e. if change can exist without soul.;Aristotle;change
I don't believe in an afterlife, so I don't have to spend my whole life fearing hell, or fearing heaven even more. For whatever the tortures of hell, I think the boredom of heaven would be even worse.;Isaac Asimov;life
I think there are certain folks in Missouri that don't trust government. And they haven't trusted government for a long time.;Claire McCaskill;time
Godot is whatever it is in life that you are waiting for: 'I'm waiting to win the lottery. I'm waiting to fall in love'. For me, as a child, it was Christmas. At least that eventually came.;Ian Mckellen;christmas
Happiness held is the seed Happiness shared is the flower.;John Harrigan;happiness
The progress of freedom depends more upon the maintenance of peace, the spread of commerce, and the diffusion of education, than upon the labors of cabinets and foreign offices.;Richard Cobden;freedom
The '60s was one of the first times the power of music was used by a generation to bind them together.;Neil Young;power
Not everyone likes sports. Gandhi and Malcolm X come to mind.;Jay Mohr;sports
I'm more interested in being good than being famous.;Annie Leibovitz;famous
I always wanted what Mom and Dad had.;Kim Kardashian;mom
Enthusiasm is the genius of sincerity and truth accomplishes no victories without it.;Edward G. Bulwer-Lytton;truth
Knowledge is a polite word for dead but not buried imagination.;e. e. cummings;knowledge
Actually, the moment of victory is wonderful, but also sad. It means that your trip is ended.;Bill Toomey;sad
I often feel like I have this spirit living inside of me, always dressing in like short mini skirts... but then I start to discover myself. So there are eight spirits, mischievous ones, sad ones, handsome ones, wise ones, and crazy ones.;Bai Ling;sad
I believe in traditional marriage and I believe in the Defense of Marriage Act.;Herman Cain;marriage
It's not that we fly by the seat of our pants. We're not afraid of failure.;Craig Ferguson;failure
Push-ups, sit-ups, and a strict diet of raisins. That's my plan.;Jack Black;diet
Writing is a form of therapy sometimes I wonder how all those who do not write, compose or paint can manage to escape the madness, melancholia, the panic and fear which is inherent in a human situation.;Graham Greene;fear
We're getting so pulled in by computers and technology, and our kids have their face in the computers all day. The human relationship is being diminished by this.;Lenny Kravitz;relationship
It shows the truth - that the real meaning of a word is only as powerful or harmless as the emotion behind it.;Sarah Silverman;truth
Death is not more certainly a separation of our souls from our bodies than the Christian life is a separation of our souls from worldly tempers, vain indulgences, and unnecessary cares.;William Law;death
Win as if you were used to it, lose as if you enjoyed it for a change.;Ralph Waldo Emerson;change
Democrats think the country works better with a strong middle class, real opportunities for poor people to work their way into it and a relentless focus on the future, with business and government working together to promote growth and broadly shared prosperity. We think 'we're all in this together' is a better philosophy than 'you're on your own.';William J. Clinton;government
He took over anger to intimidate subordinates, and in time anger took over him.;Milan Kundera;anger
The duty of comedy is to correct men by amusing them.;Moliere;men
If you can make people understand why freedom is so important through the arts, that would be a big help.;Aung San Suu Kyi;freedom
You must have love as the core it takes courage to be willing to constantly tell the truth to each other and risk letting the relationship go.;Kenny Loggins;courage
The government lied about inventing the HIV virus as a means of genocide against people of color. The government lied.;Jeremiah Wright;government
A society deadened by a smothering network of laws while finding release in moral chaos is not likely to be either happy or stable.;Robert Bork;society
Winners take time to relish their work, knowing that scaling the mountain is what makes the view from the top so exhilarating.;Denis Waitley;work
The nose of a mob is its imagination. By this, at any time, it can be quietly led.;Edgar Allan Poe;imagination
Argument is meant to reveal the truth, not to create it.;Edward de Bono;truth
The Paris peace talks kept a roof over my head and food on the table and clothes on my back because if something was said going in or coming out, I had the rent for the month.;Ed Bradley;peace
If we are to take for the criterion of truth the majority of suffrages, they ought to be gotten from those philosophic and patriotic citizens who cultivate their reason.;James Madison;truth
The least of the work of learning is done in the classroom.;Thomas Merton;learning
Bullfighting is the only art in which the artist is in danger of death and in which the degree of brilliance in the performance is left to the fighter's honor.;Ernest Hemingway;death
The most difficult is the first family, to bring someone out of the world.;Richard G. Scott;family
I always seem to have a vague feeling that he is a Satan among musicians, a fallen angel in the darkness who is perpetually seeking to fight his way back to happiness.;Havelock Ellis;happiness
Design in art, is a recognition of the relation between various things, various elements in the creative flux. You can't invent a design. You recognize it, in the fourth dimension. That is, with your blood and your bones, as well as with your eyes.;David Herbert Lawrence;art
Independence is happiness.;Susan B. Anthony;happiness
Before I was a mom I used to think that parents who worried about their kids watching MTV were just clueless. Now that I'm a mom, I see what the fuss was all about!;Martha Quinn;mom
The first syndicating I tried was when two partners and I created a production company in 1952. We wanted to syndicate famous Bible stories and sell them for $25 a show.;Casey Kasum;famous
The moral turpitude of the boys of today appears to center in their failure to concentrate on any particular objective long enough to obtain their maximum results.;Major Taylor;failure
The art of communication is the language of leadership.;James Humes;art
Each word bears its weight, so you have to read my poems quite slowly.;Anne Stevenson;poetry
I really think we should pass a law in every state, I don't care whether it takes the independence away from an old person or not. You shouldn't be driving a car if you're over the age of 80. Maybe even less than that.;Evel Knievel;car
When I did sports cartoons, I used to uh, go to fights.;Rube Goldberg;sports
Arbitrary power is like most other things which are very hard, very liable to be broken.;Abigail Adams;power
It's funny, I can sit through the worst horror film ever made but even a quite good romantic comedy can drive me nuts.;Jason Reitman;romantic
See, the 'On the Road' that came out in 1957 was censored. A lot of the honesty of it, the bitter honesty, is in the original scroll version that came out in 2007 on the 50-year anniversary. Back then, there was so much post-Second World War fear that was imposed on everybody - 'You must live life this way' - and these guys were bored.;Garrett Hedlund;anniversary
They went back there, looked at all the computers, asked me to come in and tell them what all the computers were for specifically so they knew how to dismantle the network I had been running.;Sherman Austin;computers
Liberal that I am, I support health-care reform on its merits alone. My liberal blood boils, for example, when I read that half of the personal bankruptcies in this country are brought on, in part, by medical expenses.;Thomas Frank;medical
I prefer to win titles with the team ahead of individual awards or scoring more goals than anyone else. I'm more worried about being a good person than being the best football player in the world. When all this is over, what are you left with? When I retire, I hope I am remembered for being a decent guy.;Lionel Messi;hope
A geek isn't the skinny kid with a pocket protector and acne. There can be computer geeks, video game geeks, car geeks, military geeks, and sports geeks. Being a geek just means that you're passionate about something.;Olivia Munn;car
In the absence of the gold standard, there is no way to protect savings from confiscation through inflation. There is no safe store of value.;Alan Greenspan;finance
Great things are not done by impulse, but by a series of small things brought together.;George Eliot;great
Of present fame think little, and of future less the praises that we receive after we are buried, like the flowers that are strewed over our grave, may be gratifying to the living, but they are nothing to the dead.;Charles Caleb Colton;future
Big money is ruining the political system.;Arlen Specter;money
Men should be bewailed at their birth, and not at their death.;Charles de Montesquieu;death
I wanted the players to feel like they were part of a family, to be conscious of that controlled togetherness as they made that slow entrance onto the field. It had a great psychological effect on the opposing team, too. They'd never seen anything like it.;Hayden Fry;family
A strong man doesn't have to be dominant toward a woman. He doesn't match his strength against a woman weak with love for him. He matches it against the world.;Marilyn Monroe;strength
In a few decades, the relationship between the environment, resources and conflict may seem almost as obvious as the connection we see today between human rights, democracy and peace.;Wangari Maathai;relationship
Pray, and let God worry.;Martin Luther;god
Success is like reaching an important birthday and finding you're exactly the same.;Audrey Hepburn;success
And I do believe that the way to change a society, to uplift people - not just their spirit, but to uplift their society and economic base - is through education.;Rainn Wilson;society
To go to the Oscars for 'Moneyball' - that was pretty amazing.;Chris Pratt;amazing
You have all the reason in the world to achieve your grandest dreams. Imagination plus innovation equals realization.;Denis Waitley;imagination
That friendship will not continue to the end which is begun for an end.;Francis Quarles;friendship
I want to arrive at the possibility of peace with the Syrians, and when I believe that the conditions are right, I will not miss the opportunity.;Ehud Olmert;peace
I spend a lot of time reading.;Bill Gates;time
The only reason I would stay away from a period piece is because sometimes the women are painted in a very stereotypical weakling, wallflower way - that's something I don't want to do. I want to show strength in the women I play, and a journey of some sort.;Dagmara Dominczyk;strength
Armageddon is not around the corner. This is only what the people of violence want us to believe. The complexity and diversity of the world is the hope for the future.;Michael Palin;future
Nothing is more important in the preservation of peace than to secure among the great mass of the people living under constitutional government a just conception of the rights which their nation has against others and of the duties their nation owes to others.;Elihu Root;peace
Ironically, for a few million people in the Far East, I did become an English teacher through my music.;Pat Boone;teacher
If you want plenty of experience in dealing with difficult people, then have kids.;Bo Bennett;experience
Using the power you derive from the discovery of the truth about racism in South Africa, you will help us to remake our part of the world into a corner of the globe on which all - of which all of humanity can be proud.;Oliver Tambo;power
One of the many things nobody ever tells you about middle age is that it's such a nice change from being young.;William Feather;change
I try not to worry about the future - so I take each day just one anxiety attack at a time.;Tom Wilson;future
What men have called friendship is only a social arrangement, a mutual adjustment of interests, an interchange of services given and received it is, in sum, simply a business from which those involved propose to derive a steady profit for their own self-love.;Francois de La Rochefoucauld;men
I am a lover of truth, a worshipper of freedom, a celebrant at the altar of language and purity and tolerance.;Stephen Fry;freedom
I believe that it is better to tell the truth than a lie. I believe it is better to be free than to be a slave. And I believe it is better to know than to be ignorant.;H. L. Mencken;truth
The fellow that has no money is poor. The fellow that has nothing but money is poorer still.;Billy Sunday;money
But in a 24-hour day, the 25th hour is also the impossible hour, an hour that doesn't exist, that can only be created by the imagination.;David Benioff;imagination
Everyone can identify with a fragrant garden, with beauty of sunset, with the quiet of nature, with a warm and cozy cottage.;Thomas Kincade;beauty
Becoming a mother cannot help but change things. An author's life is reflected in their writing, whether they want it to be or not, and parenthood is one of the biggest life changes there is.;Sarah Zettel;change
It's not like I'm sitting at home coming up with some secret beauty plan.;Lara Stone;beauty
The greatest healing therapy is friendship and love.;Hubert H. Humphrey;movingon
People are afraid, and when people are afraid, when their pie is shrinking, they look for somebody to hate. They look for somebody to blame. And a real leader speaks to anxiety and to fear and allays those fears, assuages anxiety.;Henry Louis Gates;fear
I learned from a very young age that if I pursued the things that truly excited me, that they would reward in more important ways, like happiness.;Brandon Boyd;happiness
There must of course be a relationship between translating and making poems of your own, but what it is I just don't know.;Robert Fitzgerald;relationship
I suspect the psychological pressure associated with that crisis caused the first mental blackout I had ever suffered. It contributed to a deterioration in my health that later required the insertion of a heart pacemaker.;Kamisese Mara;health
I actually think I have an audience member's sensibility about going to the movies.;Samuel L. Jackson;movies
I'm not going to say I was opposed to the Vietnam War. I'm going to say I'm opposed to war. But I'm also opposed to protests that deny other people their rights.;John Wooden;war
Many intelligence reports in war are contradictory even more are false, and most are uncertain.;Karl Von Clausewitz;war
In dwelling, live close to the ground. In thinking, keep to the simple. In conflict, be fair and generous. In governing, don't try to control. In work, do what you enjoy. In family life, be completely present.;Lao Tzu;work
Be thankful for problems. If they were less difficult, someone with less ability might have your job.;James A. Lovell;thankful
Through history, people look for something spiritual. The greatest scientists in the world were men of religion and faith, too.;Kirstie Alley;religion
You always hear people saying, 'I hope I'm not turning into my dad', but I'd be honoured if I became half as decent a bloke as he is.;Johnny Vegas;dad
Books are the legacies that a great genius leaves to mankind, which are delivered down from generation to generation as presents to the posterity of those who are yet unborn.;Joseph Addison;great
We've climbed the mighty mountain. I see the valley below, and it's a valley of peace.;George W. Bush;peace
We forget that this music, music made by my brothers and sisters, is still a baby. It's just beginning. When I think of the possibilities, it makes me smile.;Barry White;music
Both in thought and in feeling, even though time be real, to realise the unimportance of time is the gate of wisdom.;Bertrand Russell;wisdom
I'm sick of playing romantic leads.;John Corbett;romantic
Heaven takes care that no man secures happiness by crime.;Vittorio Alfieri;happiness
I forgot to shake hands and be friendly. It was an important lesson about leadership.;Lee Iacocca;leadership
The women I know who have children and have careers, they seem to be very happy. They love their children and they love their jobs. But happiness comes out of being willing to do your work in your twenties to find out who you are, what you love.;Candace Bushnell;happiness
Man finds it hard to get what he wants, because he does not want the best God finds it hard to give, because He would give the best, and man will not take it.;George MacDonald;god
I've always taken my love of children from my father. He was a children magnet. Suddenly, having my first child hit home what my dad went through.;Robert Carlyle;home
