You've got to demand the truth from yourself.;Glenn Beck;truth
If we can reduce the cost and improve the quality of medical technology through advances in nanotechnology, we can more widely address the medical conditions that are prevalent and reduce the level of human suffering.;Ralph Merkle;technology
If you're working on a movie, you want it to be projected on the largest tapestry possible, and the sound to be perfect, and for that kind of communal experience of the movies to take place for it.;Greg Kinnear;experience
I think people appreciate a songwriter who shows different sides. The whole angst thing is cool, but if that's all you've got, it's just boring. Everything I write, whether it's happy or sad, has a sense of humor to it.;Katy Perry;humor
No matter what you think about the Iraq war, there is one thing we can all agree on for the next days - we have to salute the courage and bravery of those who are risking their lives to vote and those brave Iraqi and American soldiers fighting to protect their right to vote.;Hillary Clinton;war
He read his mind. He's a strange sort of man, isn't he? It's not just the advice and the wisdom that he has.;Omar Sharif;wisdom
Religion is no more the parent of morality than an incubator is the mother of a chicken.;Lemuel K. Washburn;religion
All the candy corn that was ever made was made in 1911.;Lewis Black;funny
Brains, integrity, and force may be all very well, but what you need today is Charm. Go ahead and work on your economic programs if you want to, I'll develop my radio personality.;Gracie Allen;work
A government is invigorated when each of us is willing to participate in shaping the future of this nation.;Barbara Jordan;future
When people hear good music, it makes them homesick for something they never had, and never will have.;E. W. Howe;music
An education program is, by definition, a societal program. Work should be done at school, rather than at home.;Francois Hollande;home
Their final objective toward which all their deceit is directed is to capture political power so that, using the power of the state and the power of the market simultaneously, they may keep the common man in eternal subjection.;Henry A. Wallace;power
I remember walking the dog one day, I saw a car full of teenage girls, and one of them rolled down the window and yelled, 'Marc Jacobs!' in a French accent.;Marc Jacobs;car
If you love god, burn a church.;Jello Biafra;god
The big journals and Nobel laureates are the equivalent of Congressional leaders in science journalism.;Michael Pollan;science
The knowledge I have now is not the knowledge I had then.;Stokely Carmichael;knowledge
I had never said, 'dad, I love you.';Michael Reagan;dad
People just want to hear some common sense... and I bring to bear the experience in local government and state government and national government - I was the first woman in history on the Senate Finance Committee - not to mention the diplomatic international experience.;Carol Moseley Braun;finance
The middle class is so funny, it's the class I know best, and it's the class where you find the most pretension, so that's what makes the middle classes so funny.;J. K. Rowling;best
It's not tyranny we desire it's a just, limited, federal government.;Alexander Hamilton;government
Never stop learning knowledge doubles every fourteen months.;Anthony J. D'Angelo;knowledge
All the United States, it is a society that is split like to the bottom, that had very poor people in the country that is one of the wealthiest countries.;Desmond Tutu;society
My mom just understands about stuff. We have a really good trust, and she knows I can take care of myself.;Balthazar Getty;mom
Christmas waves a magic wand over this world, and behold, everything is softer and more beautiful.;Norman Vincent Peale;christmas
I remember an article, I can't recall who by, it was after the fall of the Berlin Wall, which said that now the Wall was down, there could be no more class war. Only someone with money could ever say such a thing.;Claude Chabrol;war
Boxing is my real passion. I can go to ballet, theatre, movies, or other sporting events... and nothing is like the fights to me. I'm excited by the visual beauty of it. A boxer can look so spectacular by doing a good job.;LeRoy Neiman;beauty
I am just at that stage of wondering where I go from here. I came into this business almost by accident, but now it has become serious. What started as a bit of fun, something to do other than be a model, has taken on a different career curve. I have been forced to ask where that curve is going to end up.;Cameron Diaz;business
I don't have a bad relationship. I'm 48 years old. I think life is too short for that. To me, life is... you open the shutters, you see the dogs outside, you look left, you look right, in, what, a second and a half? And that's a life.;Jean Claude Van Damme;relationship
Jewelry and pins have been worn throughout history as symbols of power, sending messages. Interestingly enough, it was mostly men who wore the jewelry in various times, and obviously crowns were part of signals that were being sent throughout history by people of rank.;Madeleine Albright;history
I've always been inspired by artists who have shown musical and intellectual curiosity and the courage to take risks.;Renee Fleming;courage
I've looked that old scoundrel death in the eye many times but this time I think he has me on the ropes.;Douglas MacArthur;death
I led the life of an intellectual up until a certain age. I remember Freud's 'Interpretation of Dreams' was a big favorite when I was 11. It sounded so interesting. And it really was!;Wallace Shawn;dreams
The democracy process provides for political and social change without violence.;Aung San Suu Kyi;change
Solitude is strength to depend on the presence of the crowd is weakness. The man who needs a mob to nerve him is much more alone than he imagines.;Paul Brunton;strength
We can only move to a long-term resolution regarding terrorism and war by planting seeds of peace. We have to start with ourselves.;Peter Yarrow;war
I feel beautiful when I'm at peace with myself. When I'm serene, when I'm a good person, when I've been considerate of others.;Elle Macpherson;good
I use many different gadgets connected with computers I use PCs, laptops and a Palm Pilot. I also use the Internet to visit websites, especially within Polish-language Internet. I usually go to political discussion groups and sites - of course, as I use my real name, people never believe that they are chatting with me!;Lech Walesa;computers
It is our conduct, our patriotism and belief in our American way of life, our courage that will win the final battle.;Prescott Bush;patriotism
A person cannot love a plant after he has pruned it, then he has either done a poor job or is devoid of emotion.;Liberty Hyde Bailey;gardening
Someday we'll look back on this moment and plow into a parked car.;Evan Davis;car
Let us begin by committing ourselves to the truth to see it like it is, and tell it like it is, to find the truth, to speak the truth, and to live the truth.;Richard M. Nixon;truth
In order for a war to be just, three things are necessary. First, the authority of the sovereign. Secondly, a just cause. Thirdly, a rightful intention.;Thomas Aquinas;war
Here is my prescription to heal all wounds. Watch the film 'Funny Girl' at least five times, eat at least 45 chocolate bars, and hang out with all those friends you blew off to hang out with your ex. I truly believe that, through a combination of Nutella, old pals and Barbra Streisand, we can achieve happiness and, very probably, world peace.;Beth Ditto;peace
You get to actually see the music video on the TV in the pilot and we have the soundtrack playing at this big party. I thought that was sort of a cool moment, to actually have the A-Ha video is pretty cool.;Will Estes;cool
