Even before he came to power in 1997, Gordon Brown promised to change the accounts to parliament from simple litanies of cash in and cash out, to a more commercial system that took notice of the public property the departments were using. This system is known as resource accounting.;James Buchan;change
I like fantasy. I like horror, science fiction because I can get avant-garde with those performances in those movies.;Nicolas Cage;science
If you know that life is basically going to be horrendously difficult, at best, and all but unlivable at worst, or possibly even unlivable, do you go on? And the choice to go on is the only thing that I think can be called hope. Because if hope isn't forced to encounter the worst possibility, then it's a lie.;Tony Kushner;hope
My grandmother is this amazingly theatrical woman. She acted like a movie star, as far as looks and attitude, kind of like Susan Hayward.;Parker Posey;attitude
The work that must be done for each woman to reconnect with her psyche and to give herself a chance to live her own life is essentially the same. The realization of the equality of all races, the equality of all beings is essential.;Betty Buckley;equality
The most exhausting thing in life is being insincere.;Anne Morrow Lindbergh;life
But my passion is racing cars. It's what I like to do in my off time.;Mark-Paul Gosselaar;car
All I want is a gentleman. I'm sick to bloody death of bastards.;Katie Price;death
I'm an enormous admirer of Christopher Lee. He's somebody, along with Vincent Price, who I celebrate, and I wanted my movies to show that celebration and that honoring of these great film stars that were unafraid to go into horror and Grand Guignol and the macabre.;Nicolas Cage;movies
If you were to offer a thirsty man all wisdom, you would not please him more than if you gave him a drink.;Sophocles;wisdom
In the practical art of war, the best thing of all is to take the enemy's country whole and intact to shatter and destroy it is not so good.;Sun Tzu;best
When I was 24, I was full of life. I was that ham who wanted to be famous, a movie star, all that stuff. I think it's cool. But it was not what I was searching for, really. It was more a delusion.;Jean Claude Van Damme;cool
Usually I say I have no imagination.;Jose Padilha;imagination
People come into your life and people leave it... you just have to trust that life has a road mapped out for you.;Orlando Bloom;trust
This is the artist, then, life's hungry man, the glutton of eternity, beauty's miser, glory's slave.;Tom Wolfe;beauty
To correct a natural indifference I was placed half-way between misery and the sun. Misery kept me from believing that all was well under the sun, and the sun taught me that history wasn't everything.;Albert Camus;history
Now that I've got some films under my belt, I have the courage of my convictions regarding acting. It gives me a leg to stand on.;Mira Sorvino;courage
Understanding where your food comes from, trying to bolster local farmers and local economies and having a better connection to the food around you and the people around you, only good can come of that. I love to be involved with things like that.;Amos Lee;food
When large numbers of men are unable to find work, unemployment results.;Calvin Coolidge;work
In our family, mom and dad are Longhorns, our first two kids are Aggies and we're hoping our last one is a Longhorn. It gives us family fun on Thanksgiving Day.;Bob Wells;thanksgiving
Sometimes power is all a person has, so they will protect it even unto their own destruction, for without power they have nothing.;Bryant H. McGill;power
As the National Football League and other pro sports increasingly reckon with the early dementia, mental health issues, suicides and even criminal behavior of former players, the risk of what's known as chronic traumatic encephalopathy (CTE), is becoming clear.;Jeffrey Kluger;health
I've been through it all, baby, I'm mother courage.;Elizabeth Taylor;courage
Where fear is, happiness is not.;Lucius Annaeus Seneca;happiness
My parents and my grandfather on my mom's side would travel the earth. They went to Australia and China, and they went to probably every soccer game I ever played.;Brandi Chastain;mom
Atlanta is an incredibly cool city.;Andrew Lincoln;cool
Sure we're in limos. We're stars. How else is a star supposed to travel?;Deion Sanders;travel
I have always had good strength in my legs from working out with weights. I have also been riding a bike of some sort for most of my life and have good agility.;Mark-Paul Gosselaar;strength
