This is the first convention of the space age - where a candidate can promise the moon and mean it.;David Brinkley;age
How are fears born? They are born because of differences in tradition and history they are born because of differences in emotional, political and national circumstances. Because of such differences, people fear they cannot live together.;Ehud Olmert;fear
I think there's nothing better than laughing in life, so that's nice, to be thought of as someone who can make someone laugh. It's 'cause I think life is hard. You know, my dad was a really silly man. A great Irish silly man. And that's fine.;Joan Cusack;dad
And I think of that again as I've written in several of my beauty books, a lot of health comes from the proper eating habits, which are something that - you know, I come from a generation that wasn't - didn't have a lot of food.;Joan Collins;beauty
People come to see beauty, and I dance to give it to them.;Judith Jamison;beauty
Success is like death. The more successful you become, the higher the houses in the hills get and the higer the fences get.;Kevin Spacey;success
Opportunity does not knock, it presents itself when you beat down the door.;Kyle Chandler;motivational
Usually I design the lighting and when I have the physical set there, I'm not good at going out loosely and saying, 'Do you what you want, give it to the editor, and he'll figure it out.' I physically then walk on with the actors and I say, 'Let's walk until you guys feel the space works for you, and tell me when all that happens.';Tarsem Singh;design
I am not ridiculing verbal mechanisms, dreams, or repressions as origins of poetry all three of them and more besides may have a great deal to do with it.;Allen Tate;poetry
There's always something to suggest that you'll never be who you wanted to be. Your choice is to take it or keep on moving.;Phylicia Rashad;movingon
Liberalism is a really old British tradition and it has a completely different attitude towards the individual and the relationship between the individual and the state than the collectivist response of Labour, and particularly Old Labour, does.;Nick Clegg;relationship
Poetry is the art of uniting pleasure with truth.;Samuel Johnson;art
I have a tendency to sabotage relationships I have a tendency to sabotage everything. Fear of success, fear of failure, fear of being afraid. Useless, good-for-nothing thoughts.;Michael Buble;success
When Thomas Edison worked late into the night on the electric light, he had to do it by gas lamp or candle. I'm sure it made the work seem that much more urgent.;George Carlin;work
I love romance. I'm a sucker for it. I love it so much. It's pathetic.;Drew Barrymore;love
He is happiest, be he king or peasant, who finds peace in his home.;Johann Wolfgang von Goethe;peace
It was really cool to work with Dakota Fanning. I've watched her grow up and I've always loved her films, loved her. It was amazing working with someone who was American as well, because obviously it's going to be a different energy straightaway. We got on really well she's so professional and hardworking.;Kaya Scodelario;cool
Orphans, dead parents, lonely children at Christmas, morose spoken word recordings, everything you love about the holidays. Move the turkey over so you can fit your head in the oven.;April Winchell;christmas
It's the moms of this nation - single, married, widowed - who really hold this country together. We're the mothers, we're the wives, we're the grandmothers, we're the big sisters, we're the little sisters, we're the daughters. You know it's true, don't you? You're the ones who always have to do a little more.;Ann Romney;mom
There are no adequate substitutes for father, mother, and children bound together in a loving commitment to nurture and protect. No government, no matter how well-intentioned, can take the place of the family in the scheme of things.;Gerald R. Ford;government
Of course, the ideal scenario for parenting is obviously two parents of a mature age.;Jennifer Aniston;parenting
When the body of the people is possessed of the supreme power, it is called a democracy.;Charles de Secondat;politics
My husband does so many romantic things for me, it's absurd.;Jennifer Beals;romantic
All the art of living lies in a fine mingling of letting go and holding on.;Havelock Ellis;art
I have long been a supporter of the Head Start program because each and every year I witness the dramatic positive impact that early intervention services have on children's lives in my congressional district.;Lucille Roybal-Allard;positive
I've rarely seen video screens used well in a music concert.;David Byrne;music
Married couples who work together to build and maintain a business assume broad responsibilities. Not only is their work important to our local and national economies, but their success is central to the well-being of their families.;Melissa Bean;success
I'm still shy - I'm no good at my children's parent-teacher conferences, and I'm slowly learning how to ask for what I want. But I now know that I have a reserve of courage to draw upon when I really need it. There's nothing that I'm too scared to have a go at.;Emily Mortimer;courage
Science and literature are not two things, but two sides of one thing.;Thomas Huxley;science
This is technology that will not go away. And to risk it moving into the hands of a terrorist group like al Qaeda or to other focused enemies of the United States, would have tragic consequences.;John Sununu;technology
Well, you can't trust most people in this game, period it can be a very shady business.;Marvin Hagler;trust
I think that America will not trust a party to defend America that isn't willing to defend itself.;James Carville;trust
Building a new Health and Hospitals Network is fundamental to building a stronger and fairer Australia.;Kevin Rudd;health
Business is tough you need tough guys.;Carlos Ghosn;business
For disappearing acts, it's hard to beat what happens to the eight hours supposedly left after eight of sleep and eight of work.;Doug Larson;work
Work is a substitute religious experience for many workaholics.;Mary Daly;experience
The mark of fear is not easily removed.;Ernest Gaines;fear
Dream no small dreams for they have no power to move the hearts of men.;Johann Wolfgang von Goethe;power
Hatred is inveterate anger.;Marcus Tullius Cicero;anger
If you look at the game and everything, it's not quite like looking at an animated film, because that's total character. This, this is really movement, but it's got funny little things if you look for the humor. They're actually getting to the character.;Don Bluth;humor
A man who dares to waste one hour of time has not discovered the value of life.;Charles Darwin;life
I'll never look down on and I love running into actors who say 'Oh yeah, I did a soap.' I say 'Tell me which one!' It's like being a member of a secret society.;Nathan Fillion;society
It was my 16th birthday - my mom and dad gave me my Goya classical guitar that day. I sat down, wrote this song, and I just knew that that was the only thing I could ever really do - write songs and sing them to people.;Stevie Nicks;mom
All riches have their origin in mind. Wealth is in ideas - not money.;Robert Collier;money
Christmas is not a time nor a season, but a state of mind. To cherish peace and goodwill, to be plenteous in mercy, is to have the real spirit of Christmas.;Calvin Coolidge;time
But there is so much more to do for the city we love... a Dallas with roads as strong as our businesses, parks as beautiful as our children, a downtown as tall as our imagination.;Laura Miller;imagination
I start thinking about life after death. I've got to quit thinking about it because it's very deep. Very deep. Sometimes you start thinking about it, and you don't feel like you want to be alive, so I don't like to get all quiet.;David Ortiz;death
Well, I believe that the depth of your struggle can determine the height of your success. I was inspired to come out of everything I've been through and end up in a place where I never thought that I would be.;R. Kelly;success
Bishop Frederick Henry of Calgary is facing at least two official objections to his public statements along with expensive hearings before the Alberta Human Rights Commission for expressing his biblical views on same sex marriage.;Stockwell Day;marriage
For whatever reason, maybe it's because of my story, but people associate Livestrong with exercise and physical fitness, health and lifestyle choices like that.;Lance Armstrong;health
There are two things people want more than sex and money... recognition and praise.;Mary Kay Ash;money
I don't believe in dieting.;Joan Collins;diet
When I was young I thought that money was the most important thing in life now that I am old I know that it is.;Oscar Wilde;life
Love is a canvas furnished by nature and embroidered by imagination.;Voltaire;imagination
In the United States there's a Puritan ethic and a mythology of success. He who is successful is good. In Latin countries, in Catholic countries, a successful person is a sinner.;Umberto Eco;success
I never let anyone pluck, including myself, unless my mom approves. She guards my eyebrows. She's like the eyebrow police!;Isabelle Fuhrman;mom
For me, writing is a love-hate relationship.;Larry Wall;relationship
The thing that is really hard, and really amazing, is giving up on being perfect and beginning the work of becoming yourself.;Anna Quindlen;amazing
The Grateful Dead, they're my best friends. Their message of hope, peace, love, teamwork, creativity, imagination, celebration, the dance, the vision, the purpose, the passion all of the things I believe in makes me the luckiest Deadhead in the world.;Bill Walton;peace
I'm a pretty funny guy, and I would love to do a comedy with a bunch of funny guys - movie-star guys, where they could help me through it.;LeBron James;funny
You can't go around hoping that most people have sterling moral characters. The most you can hope for is that people will pretend that they do.;Fran Lebowitz;hope
My dad's sense of humor was direct and sometimes surreal - his quick wit is well known amongst our family and friends. He raised me on Spike Jones records and W.C. Fields movies, and his sense of humor fell somewhere in between.;Tony Visconti;humor
Belief in the supernatural reflects a failure of the imagination.;Edward Abbey;failure
In great contests each party claims to act in accordance with the will of God. Both may be, and one must be wrong.;Abraham Lincoln;great
'Tis easy enough to be pleasant, When life flows along like a song But the man worth while is the one who will smile when everything goes dead wrong.;Ella Wheeler Wilcox;smile
I think my mother is my biggest influence. There are so many things I hate about her but at the same time I'm thankful for her. All I know is that when I'm a parent I want to be just like my mom. I can talk to my mom more than any of my friends could talk to their parents.;Nikki Reed;mom
The goodness of a thing created is the perfection of its fitness for the use which it serves. Now that use is either particular or universal.;William Ames;fitness
I have no control over what people think of me but I have 100% control of what I think of myself, and that is so important. And not just about your body, but so many ways of confidence. You're constantly learning how to be confident, aren't you?;Beth Ditto;learning
For me, journalism has been more a matter of projecting a particular approach to covering policies, to covering issues. It was a continuation of what I tried to do in government.;Eliot Spitzer;government
Art is magic delivered from the lie of being truth.;Theodor Adorno;art
Each day, each one of us chooses not to do many things that would be legal but offensive to those around us.;Ralph Peters;legal
Don't give up your dreams.;Sharmeen Obaid-Chinoy;dreams
No bubble is so iridescent or floats longer than that blown by the successful teacher.;William Osler;teacher
What can we put into the hands of people under oppressive regimes to help them? For me, a big part of it is information, knowledge - the ability to defeat propaganda by understanding it.;Jimmy Wales;knowledge
Difficulty is the excuse history never accepts.;Edward R. Murrow;history
Life goes by really fast, and it seems that there are times when you're burying a lot of friends and family. And then there are times that feel really precious and everybody is doing okay. This is one of those times.;Amy Grant;family
Take care of your body. It's the only place you have to live.;Jim Rohn;fitness
If you walk down the street and smile at someone, that will get passed on to the next person. That has the power to change someone's day.;Julianna Margulies;change
Failure means a stripping away of the inessential.;J. K. Rowling;failure
The U.S. has since the end of World War II had an answer - we stand for free peoples and free markets, we are willing to support and defend them - we will sustain a balance of power that favors freedom.;Condoleezza Rice;freedom
There is a kind of fear, approaching a panic, that's spreading through the Baby Boom Generation, which has suddenly discovered that it will have to provide for its own retirement.;Ron Chernow;fear
I have had dreams and I have had nightmares, but I have conquered my nightmares because of my dreams.;Jonas Salk;dreams
The biggest thing we get out of it is seeing the kids smile. And hopefully we will also see that the lessons we're teaching - not only the fundamentals of hockey, but also the life values - are sinking in.;Bobby Orr;smile
Whoever removes the Cross and its interpretation by the New Testament from the center, in order to replace it, for example, with the social commitment of Jesus to the oppressed as a new center, no longer stands in continuity with the apostolic faith.;Hans Urs von Balthasar;faith
When great changes occur in history, when great principles are involved, as a rule the majority are wrong.;Eugene V. Debs;history
Winning is not everything, but wanting to win is.;Vince Lombardi;wisdom
