Good words cool more than cold water.;John Ray;cool
Bottom line is, I didn't return to Apple to make a fortune. I've been very lucky in my life and already have one. When I was 25, my net worth was $100 million or so. I decided then that I wasn't going to let it ruin my life. There's no way you could ever spend it all, and I don't view wealth as something that validates my intelligence.;Steve Jobs;intelligence
The control of information is something the elite always does, particularly in a despotic form of government. Information, knowledge, is power. If you can control information, you can control people.;Tom Clancy;knowledge
The mobilisation which Bush has been able to perform since 11 September 2001 has to be fought - at least by Americans - in the name of a wise, honourable and democratic patriotism.;Todd Gitlin;patriotism
Human beings are the only animal that thinks they change who they are simply by moving to a different place. Birds migrate, but it's not quite the same thing.;Doug Coupland;change
When you practice gratefulness, there is a sense of respect toward others.;Dalai Lama;respect
If any demonstrator ever lays down in front of my car, it'll be the last car he'll ever lay down in front of.;George C. Wallace;car
If you're unhappy, you should change what you're doing.;Marc Andreessen;change
Dating and getting attention from boys was something that came later to me.;Rachelle Lefevre;dating
If we survive danger it steels our courage more than anything else.;Reinhold Niebuhr;courage
Freedom cannot be given... It can only be taken away.;David Allan Coe;freedom
My biography of Frank Sinatra is not paean to his music but rather an illumination of the man behind the music, who once described himself as 'an 18-karat manic-depressive who lived a life of violent emotional contradictions with an over-acute capacity for sadness as well as happiness.';Kitty Kelley;happiness
The future has a way of arriving unannounced.;George Will;history
We have also arranged things so that almost no one understands science and technology. This is a prescription for disaster. We might get away with it for a while, but sooner or later this combustible mixture of ignorance and power is going to blow up in our faces.;Carl Sagan;technology
If you want to have a relationship, at some point you have to let yourself get caught. That's what I did. I got caught.;Alexandra Guarnaschelli;relationship
Without education, we are weaker economically. Without economic power, we are weaker in terms of national security. No great military power has ever remained so without great economic power.;Jon Meacham;power
The principle of the endless melody is the perpetual becoming of a music that never had any reason for starting, any more than it has any reason for ending.;Igor Stravinsky;music
To forgive is to set a prisoner free and discover that the prisoner was you.;Lewis B. Smedes;forgiveness
The human mind evolved always in the company of the human body, and of the animal body before it was human. The intricate connections of mind and body must exceed our imagination, as from our point of view we are peculiarly prevented from observing them.;John Desmond Bernal;imagination
I do love to walk around in New York because people will notice me, smile, but they never bother anyone. New Yorkers are very cool. I love New York.;Creed Bratton;cool
The age of innocent faith in science and technology may be over.;Barry Commoner;faith
I've got all the money I'll ever need, if I die by four o'clock.;Henny Youngman;money
Dad said that he was prouder of me than he'd ever been when I came out.;Randy Harrison;dad
A lot of people fear death because they think that so overwhelming an experience has to be painful, but I've seen quite a few deaths, and, with one exception, I've never known anyone to undergo anything like agony. That's amazing when you think about it. I mean, how complicated the mechanism is that's being taken apart.;Lewis Thomas;amazing
137 years later, Memorial Day remains one of America's most cherished patriotic observances. The spirit of this day has not changed - it remains a day to honor those who died defending our freedom and democracy.;Doc Hastings;memorialday
I was class mom at the preschool one year and I was pretty much asked not to do that again!;Julie Bowen;mom
You know, when you don't go on TV and talk about how many women you sleep with, some people in Hollywood, that are supposedly 'in the know,' start whispering that you're gay. If I were gay, I wouldn't be ashamed to admit it, but I'm not.;Adam Sandler;women
Faith that it's not always in your hands or things don't always go the way you planned, but you have to have faith that there is a plan for you, and you must follow your heart and believe in yourself no matter what.;Martina McBride;faith
People on death row, the treatment of animals, women's right to choose. So much in America is based on religious fundamentalist Christianity. Grow up! This is the modern world!;Eddie Vedder;death
Take chances, make mistakes. That's how you grow. Pain nourishes your courage. You have to fail in order to practice being brave.;Mary Tyler Moore;courage
Gymnastics taught me everything - life lessons, responsibility and discipline and respect.;Shawn Johnson;respect
The only principles of public conduct that are worthy of a gentleman or a man are to sacrifice estate, ease, health, and applause, and even life, to the sacred calls of his country.;James Otis;health
Music is the refuge of souls ulcerated by happiness.;Emile M. Cioran;music
Liberty is to the collective body, what health is to every individual body. Without health no pleasure can be tasted by man without liberty, no happiness can be enjoyed by society.;Henry St. John;health
I feel that directors at times are like the janitors on the set. I am the secretary, I am the organizer, I am the maid, and I ask if they have eaten or rested. The best things are always out of your control. It's those moments that surpass the imagination that are thrilling.;Jane Campion;imagination
Happiness is secured through virtue it is a good attained by man's own will.;Thomas Aquinas;happiness
I never got into sports at all until I was in my early 20s, after my music career got going.;Neal Schon;sports
Love is something far more than desire for sexual intercourse it is the principal means of escape from the loneliness which afflicts most men and women throughout the greater part of their lives.;Bertrand Russell;love
It is utterly false and cruelly arbitrary to put all the play and learning into childhood, all the work into middle age, and all the regrets into old age.;Margaret Mead;learning
I like to go from mainstream movies to more artsy films. I don't sign on for the money. Maybe I should, but I don't. There's always a good reason for doing something.;Famke Janssen;movies
All great achievements require time.;Maya Angelou;time
Be happy for this moment. This moment is your life.;Omar Khayyam;happiness
Marriage isn't a carnival ride.;Aisha Tyler;marriage
Emotional power is maybe the most valuable thing that an actor can have.;Christopher Walken;power
Imagine all the people living life in peace. You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us, and the world will be as one.;John Lennon;hope
The Apology opened the opportunity for a new relationship based on mutual respect and mutual responsibility between Indigenous and non-Indigenous Australia. Because without mutual respect and mutual responsibility, the truth is we can achieve very little.;Kevin Rudd;relationship
The essence of romantic love is that wonderful beginning, after which sadness and impossibility may become the rule.;Anita Brookner;romantic
We live in a country that used to have a can-do attitude, and now we have a 'what-can-you-do-for-me?' attitude, and what I try to do is find ways that we can develop common ground.;Benjamin Carson;attitude
My character Lena is somebody who responds to people in a very simple way. I didn't have to take myself off to a darkened room to concentrate, I just had to try and be open. It's an interesting, subtle relationship.;Emily Watson;relationship
I don't know why women want any of the things men have when one the things that women have is men.;Coco Chanel;men
Though bachelors be the strongest stakes, married men are the best binders, in the hedge of the commonwealth.;Thomas Fuller;best
I think sometimes I guess you see records, say you want to get there and use that as motivation. In a way, it's kind of cool if there is a possibility to rewrite history and be up there with the greats of Olympic history.;Michael Phelps;history
Not having to own a car has made me realize what a waste of time the automobile is.;Diane Johnson;car
I always get bored with my hair. That's why I would always change it throughout my career.;Janet Jackson;change
We are so obsessed with doing that we have no time and no imagination left for being. As a result, men are valued not for what they are but for what they do or what they have - for their usefulness.;Thomas Merton;men
A great attitude does much more than turn on the lights in our worlds it seems to magically connect us to all sorts of serendipitous opportunities that were somehow absent before the change.;Earl Nightingale;change
A wedding anniversary is the celebration of love, trust, partnership, tolerance and tenacity. The order varies for any given year.;Paul Sweeney;wedding
I like a man who can be a real friend, has a good sense of humor, a good pair of shoes and a healthy gold card.;Victoria Beckham;humor
Suspicion is the companion of mean souls, and the bane of all good society.;Thomas Paine;society
Walk on a rainbow trail walk on a trail of song, and all about you will be beauty. There is a way out of every dark mist, over a rainbow trail.;Robert Motherwell;beauty
This assumption of Negro leadership in the ghetto, then, must not be confined to matters of religion, education, and social uplift it must deal with such fundamental forces in life as make these things possible.;Carter G. Woodson;religion
Draco's not really a bully. He's not exactly the biggest, strongest guy in the world. He's more a rich, snobby person. He thinks of himself as really cool.;Tom Felton;cool
I don't talk about money.;Kim Kardashian;money
Artists are notoriously snooty and suspicious of anything coming from the business community.;David Byrne;business
With public figures involved in a relationship it seems that there is a machine behind their love so oftentimes.;Joaquin Phoenix;relationship
Los Angeles was an impression of failure, of disappointment, of despair, and of oddly makeshift lives. This is California? I thought.;Joseph Barbera;failure
The only point in making money is, you can tell some big shot where to go.;Humphrey Bogart;money
I wish I had played team sports. I think every kid should. Teamwork builds character - teaches people about leadership and cooperation.;Mo Rocca;leadership
Every great work of art has two faces, one toward its own time and one toward the future, toward eternity.;Lester Bangs;future
There is nothing, Sir, too little for so little a creature as man. It is by studying little things that we attain the great art of having as little misery and as much happiness as possible.;Samuel Johnson;art
Abuse of words has been the great instrument of sophistry and chicanery, of party, faction, and division of society.;John Adams;society
The worker is the slave of capitalist society, the female worker is the slave of that slave.;James Connolly;society
Eighty percent of all choices are based on fear. Most people don't choose what they want they choose what they think is safe.;Phil McGraw;fear
Younger women have no problem in reconciling beauty with ambitions as a professional woman.;Camille Paglia;beauty
Growth itself contains the germ of happiness.;Pearl S. Buck;happiness
It's a real primal thing, watching someone get hurt. It's funny and accessible.;Johnny Knoxville;funny
You know, I don't think any mother aims to be a single mom. I didn't wish for that, but it happened.;Charlize Theron;mom
Before I pitch any game, from spring training to Game 7 of the World Series, I'm scared to death.;Curt Schilling;death
We're going to raise a lot of money for cancer awareness, give some to the American Cancer Society and hopefully make a big difference.;LL Cool J;society
The momentum of freedom in our world is unmistakable - and it is not carried forward by our power alone. We can trust in that greater power Who guides the unfolding of the years. And in all that is to come, we can know that His purposes are just and true.;George W. Bush;power
Supercookies are legal, but I don't think they should be.;Joe Barton;legal
Patience and time do more than strength or passion.;Jean de La Fontaine;time
I still work out on a daily basis.;Clint Eastwood;work
At the bottom of education, at the bottom of politics, even at the bottom of religion, there must be for our race economic independence.;Booker T. Washington;politics
The American audience has really opened up to women being A.) funny and B.) kinda crude. 'Bridesmaids' is R-rated, and I think it was a major coup for women to have an R-rated comedy that did really well. Same as 'Bad Teacher.';Chris Pratt;funny
A few great minds are enough to endow humanity with monstrous power, but a few great hearts are not enough to make us worthy of using it.;Jean Rostand;power
Every gun that is made, every warship launched, every rocket fired, signifies in the final sense a theft from those who hunger and are not fed, those who are cold and are not clothed.;Dwight D. Eisenhower;war
After my mother's death, I had such difficulty relating to people.;Jaron Lanier;death
I stopped predicting the future a long time ago.;Fred Durst;future
If human beings are fundamentally good, no government is necessary if they are fundamentally bad, any government, being composed of human beings, would be bad also.;Fred Woodworth;government
