Environmental quality was drastically improved while economic activity grew by the simple expedient of removing lead from gasoline - which prevented it from entering the environment.;Barry Commoner;environmental
Your diet is a bank account. Good food choices are good investments.;Bethenny Frankel;diet
Our thoughts and imagination are the only real limits to our possibilities.;Orison Swett Marden;imagination
The German national character is a favorite subject of character experts, probably because the less mature a nation, the more she is an object of criticism and not of history.;Karl Wilhelm Friedrich Schlegel;history
I binge when I'm happy. When everything is going really well, every day is like I'm at a birthday party.;Kirstie Alley;birthday
Even as a young boy, my passion was to design, and I have been very lucky to be able to do what I have loved all my life. There can be few greater gifts than that.;Valentino Garavani;design
Look at the sky. We are not alone. The whole universe is friendly to us and conspires only to give the best to those who dream and work.;Abdul Kalam;work
It should here be added that poetry habitually takes the form of verse.;John Drinkwater;poetry
The sole equality on earth is death.;Philip James Bailey;death
And if small businesspeople say they made it on their own, all they are saying is that nobody else worked seven days a week in their place. Nobody showed up in their place to open the door at five in the morning. Nobody did their thinking, and worrying, and sweating for them.;Paul Ryan;morning
Truth is handsomer than the affectation of love. Your goodness must have some edge to it, else it is none.;Ralph Waldo Emerson;love
I also work out because I have scoliosis. I have to maintain certain strength in my core.;Joan Smalls;strength
Hitler and Mussolini were only the primary spokesmen for the attitude of domination and craving for power that are in the heart of almost everyone. Until the source is cleared, there will always be confusion and hate, wars and class antagonisms.;Jiddu Krishnamurti;power
Those who have never entered upon scientific pursuits know not a tithe of the poetry by which they are surrounded.;Herbert Spencer;poetry
Selling out is doing something you don't really want to do for money. That's what selling out is.;Bono;money
Baseball is drama with an endless run and an ever-changing cast.;Joe Garagiola;sports
The lure of the distant and the difficult is deceptive. The great opportunity is where you are.;John Burroughs;great
Throw your dreams into space like a kite, and you do not know what it will bring back, a new life, a new friend, a new love, a new country.;Anais Nin;life
You aren't famous until my mother has heard of you.;Jay Leno;famous
As soon go kindle fire with snow, as seek to quench the fire of love with words.;William Shakespeare;love
There is a Japanese proverb that literally goes 'Raise the sail with your stronger hand,' meaning you must go after the opportunities that arise in life that you are best equipped to do.;Soichiro Honda;best
If you want to be happy, be.;Leo Tolstoy;happiness
A story should have a beginning, a middle and an end, but not necessarily in that order.;Jean-Luc Godard;movies
Do not blame anybody for your mistakes and failures.;Bernard Baruch;failure
We can have democracy in this country, or we can have great wealth concentrated in the hands of a few, but we can't have both.;Louis D. Brandeis;great
I know how bad Albany is. I know it better than most. I understand why people are angry. I'm angry. The question is going to be, how do you change Albany, what is the plan for change, and then how do you actually get it done?;Andrew Cuomo;change
The basic thing nobody asks is why do people take drugs of any sort? Why do we have these accessories to normal living to live? I mean, is there something wrong with society that's making us so pressurized, that we cannot live without guarding ourselves against it?;John Lennon;society
But it all comes down to friendship, treating people right.;Ernie Banks;friendship
I refuse to accept the view that mankind is so tragically bound to the starless midnight of racism and war that the bright daybreak of peace and brotherhood can never become a reality... I believe that unarmed truth and unconditional love will have the final word.;Martin Luther King, Jr.;peace
We wander for distraction, but we travel for fulfillment.;Hilaire Belloc;travel
An investment in knowledge pays the best interest.;Benjamin Franklin;education
We must respect the past, and mistrust the present, if we wish to provide for the safety of the future.;Joseph Joubert;future
A day of worry is more exhausting than a week of work.;John Lubbock;work
The people of this country, not special interest big money, should be the source of all political power.;Paul Wellstone;power
I often write either really early in the morning, or really late at night.;Tracy Chapman;morning
Poetry is so vital to us until school spoils it.;Russell Baker;poetry
We must build dikes of courage to hold back the flood of fear.;Martin Luther King, Jr.;courage
Hollywood people want to build you up and make you famous only to knock you off you're the pedestal they built for you.;Morgan Brittany;famous
Many forms, sizes and colors, I think there are heroes in sports, in life... It would be cliche to say my dad, my granddad. I think I'm a fan of people who were brave, my aunt, my grandmother, those are my heroes.;George Eads;dad
God invented concubinage, satan marriage.;Francis Picabia;marriage
I do not think white America is committed to granting equality to the American Negro. This is a passionately racist country it will continue to be so in the foreseeable future.;Susan Sontag;future
Poverty entails fear and stress and sometimes depression. It meets a thousand petty humiliations and hardships. Climbing out of poverty by your own efforts that is something on which to pride yourself but poverty itself is romanticized by fools.;J. K. Rowling;fear
Romantic lovers require from each other at least the facade of reason: We desire to be what romantic love makes us appear in the other's eyes. We want to imagine we are deserving of the love we inspire.;Maggie Gallagher;romantic
Courage ought to have eyes as well as arms.;H. G. Bohn;courage
You must not fight too often with one enemy, or you will teach him all your art of war.;Napoleon Bonaparte;war
Another cause of change, one less noticeable but fundamental, is the modern growth of population closely connected with scientific and medical discoveries. It is interesting that the United Nations has set up a special Commission to study this question.;Emily Greene Balch;medical
A country is made not by policy alone, but by its music, its entertainment shows, all of it.;Glenn Beck;alone
You know, I think we Indians are afraid to show and celebrate our happiness, lest things change around. But I feel that it's okay to be sad and okay to show when you are happy.;Shahrukh Khan;happiness
I've seen a lot of movies get made where no one has control. No one likes it.;Seth Rogen;movies
