Making money is not gonna change anything about what I am, except I won't answer the door.;Abel Ferrara;change
My dad, bless him, was a musician. And his dad had thought that his music was rubbish.;Paul McCartney;music
In recent years, I've been writing because I'm fortunate enough to work in the world of food television, to travel and taste and learn about cooking from the best chefs in the business.;Ted Allen;travel
The people are the government, administering it by their agents they are the government, the sovereign power.;Andrew Jackson;power
In mainstream romantic comedies, I'm usually tearing my hair out. It's just a devastatingly difficult genre for me.;Carter Burwell;romantic
Prophesy is a good line of business, but it is full of risks.;Mark Twain;good
Each co-operative institution will become a school of business in which each member will acquire a knowledge of the laws of trade and commerce.;Leland Stanford;knowledge
I have a musical called Goodbye and Good Luck, based on a Grace Paley short story. I also have King Island Christmas, and there are 20 different productions of it this year.;David Friedman;christmas
The common idea that success spoils people by making them vain, egotistic and self-complacent is erroneous on the contrary it makes them, for the most part, humble, tolerant and kind.;W. Somerset Maugham;success
Creativity is the ability to introduce order into the randomness of nature.;Eric Hoffer;nature
Another term for preventive war is aggressive war - starting wars because someday somebody might do something to us. That is not part of the American tradition.;Ron Paul;war
For truth is precious and divine, too rich a pearl for carnal swine.;Samuel Butler;truth
The sole equality on earth is death.;Philip James Bailey;equality
Faith is permitting ourselves to be seized by the things we do not see.;Martin Luther;faith
My business is to prevent the future.;Ray Bradbury;future
Religion is just mind control.;George Carlin;religion
I think laughter may be a form of courage. As humans we sometimes stand tall and look into the sun and laugh, and I think we are never more brave than when we do that.;Linda Ellerbee;courage
In these times, God's people must trust him for rest of body and soul.;David Wilkerson;trust
I like photographing the people I love, the people I admire, the famous, and especially the infamous. My last infamous subject was the extreme right wing French politician Jean-Marie Le Pen.;Helmut Newton;famous
Music is what I love to do it's in my veins.;Demi Lovato;music
It is not because the truth is too difficult to see that we make mistakes... we make mistakes because the easiest and most comfortable course for us is to seek insight where it accords with our emotions - especially selfish ones.;Aleksandr Solzhenitsyn;truth
I'm trying to make a case for those people who don't have a sense of belonging that they should have, that there is something really worthwhile in having a sense of belonging, and recasting and looking at our modern history.;Billy Bragg;history
Don't expect anyone else to support you. Maybe you'll have a trust fund. Maybe you'll have a wealthy spouse. But you never know when either of them might run out.;Mary Schmich;trust
The internet is a great way to get on the net.;Bob Dole;great
I just did a part in 'Sin City 2.' I got to do a scene with Ray Liotta. Amazing man, extraordinary gentleman who was just so kind to me... I'm so excited about that I think it's gonna be very cool.;Juno Temple;amazing
He preacheth patience that never knew pain.;H. G. Bohn;patience
You've got to ask! Asking is, in my opinion, the world's most powerful - and neglected - secret to success and happiness.;Percy Ross;happiness
We are a Nation of peace and compassion, yet these people have and will devote every fiber of their beings to the destruction of Americans and our Country.;Charles Foster Bass;peace
It is easier to have faith that God will support each House of Hospitality and Farming Commune and supply our needs in the way of food and money to pay bills, than it is to keep a strong, hearty, living faith in each individual around us - to see Christ in him.;Dorothy Day;faith
My quest these days is to find my long lost inner child, but I'm afraid if I do, I'll end up with food in my hair and way too in love with the cats.;Kenny Loggins;food
I want any excuse to come home. My dad is not a spring chicken any more. If anyone says, 'Go buy a postage stamp in London,' I'll go and do it.;Emily Mortimer;home
In every country and every age, the priest had been hostile to Liberty.;Thomas Jefferson;age
For me concrete poetry was a particular way of using language which came out of a particular feeling, and I don't have control over whether this feeling is in me or not.;Ian Hamilton Finlay;poetry
There are people who never experience that, who remain closed until death, from fear of change.;Isabelle Adjani;experience
Learning without thought is labor lost thought without learning is perilous.;Confucius;learning
